Q2,Bjorken X,t,Ebeam,Theta_e,Eprime,Theta_p,p_pi,k_pi,W,Em,Pm,Mm
4.500000,0.230579,0.060018,10.700000,72.598521,0.300000,0.524708,10.367077,2.833632,3.987031,11.299009,0.616020,11.282204
4.500000,0.230801,0.060148,10.700000,71.235675,0.310000,1.393923,10.357007,2.379449,3.984677,11.299079,0.724315,11.275839
4.500000,0.231024,0.060278,10.700000,69.947940,0.320000,1.293620,10.346937,0.000000,3.982321,11.299148,0.490871,11.288481
4.500000,0.231246,0.060409,10.700000,68.728561,0.330000,0.685610,10.336866,0.000000,3.979965,11.299218,0.058218,11.299068
4.500000,0.231470,0.060541,10.700000,67.571618,0.340000,1.820902,10.326795,1.624321,3.977606,11.299288,0.369300,11.293252
4.500000,0.231693,0.060673,10.700000,66.471891,0.350000,0.870872,10.316724,3.103287,3.975247,11.299358,0.691962,11.278151
4.500000,0.231917,0.060805,10.700000,65.424759,0.360000,0.977278,10.306652,3.136716,3.972886,11.299429,0.790556,11.271740
4.500000,0.232142,0.060938,10.700000,64.426114,0.370000,1.978318,10.296581,1.914620,3.970523,11.299500,0.837290,11.268435
4.500000,0.232367,0.061071,10.700000,63.472289,0.380000,1.251327,10.286509,0.000000,3.968160,11.299571,0.465202,11.289990
4.500000,0.232592,0.061204,10.700000,62.559996,0.390000,0.581152,10.276437,0.000000,3.965794,11.299642,0.048418,11.299538
4.500000,0.232818,0.061338,10.700000,61.686278,0.400000,1.980928,10.266364,0.768906,3.963428,11.299713,0.274926,11.296368
4.500000,0.233044,0.061473,10.700000,60.848469,0.410000,1.979995,10.256292,2.802633,3.961060,11.299785,0.614601,11.283058
4.500000,0.233271,0.061608,10.700000,60.044155,0.420000,0.751676,10.246219,3.603013,3.958690,11.299857,0.848708,11.267939
4.500000,0.233498,0.061743,10.700000,59.271146,0.430000,0.903769,10.236146,3.629103,3.956319,11.299929,0.921524,11.262290
4.500000,0.233726,0.061879,10.700000,58.527447,0.440000,2.127011,10.226073,2.952091,3.953947,11.300001,1.021517,11.253734
4.500000,0.233954,0.062015,10.700000,57.811239,0.450000,2.324475,10.215999,1.507207,3.951573,11.300074,0.915174,11.262954
4.500000,0.234182,0.062152,10.700000,57.120858,0.460000,1.383497,10.205925,0.000000,3.949198,11.300147,0.507625,11.288739
4.500000,0.234411,0.062289,10.700000,56.454780,0.470000,0.246732,10.195851,0.000000,3.946822,11.300220,0.036314,11.300161
4.500000,0.234640,0.062427,10.700000,55.811602,0.480000,1.786305,10.185777,0.000000,3.944444,11.300293,0.163839,11.299105
4.500000,0.234870,0.062565,10.700000,55.190035,0.490000,2.588207,10.175703,1.959996,3.942064,11.300367,0.431937,11.292109
4.500000,0.235100,0.062703,10.700000,54.588888,0.500000,2.432758,10.165628,3.212752,3.939683,11.300440,0.733820,11.276589
4.500000,0.235331,0.062842,10.700000,54.007061,0.510000,1.483268,10.155553,3.935195,3.937301,11.300514,0.969100,11.258884
4.500000,0.235562,0.062982,10.700000,53.443537,0.520000,0.096804,10.145478,4.220511,3.934917,11.300589,1.074193,11.249418
4.500000,0.235794,0.063121,10.700000,52.897371,0.530000,1.327094,10.135402,4.099581,3.932532,11.300663,1.142003,11.242812
4.500000,0.236026,0.063262,10.700000,52.367686,0.540000,2.429182,10.125326,3.602273,3.930145,11.300738,1.239205,11.232589
4.500000,0.236259,0.063403,10.700000,51.853666,0.550000,2.939454,10.115250,2.745758,3.927757,11.300813,1.229301,11.233753
4.500000,0.236492,0.063544,10.700000,51.354551,0.560000,2.721387,10.105174,1.412929,3.925368,11.300888,1.035825,11.253317
4.500000,0.236725,0.063686,10.700000,50.869630,0.570000,1.812733,10.095097,0.000000,3.922977,11.300964,0.658375,11.281770
4.500000,0.236959,0.063828,10.700000,50.398242,0.580000,0.434442,10.085021,0.000000,3.920584,11.301040,0.158472,11.299929
4.500000,0.237193,0.063971,10.700000,49.939766,0.590000,1.066538,10.074944,0.000000,3.918190,11.301116,0.067835,11.300912
4.500000,0.237428,0.064114,10.700000,49.493621,0.600000,2.333393,10.064866,0.000000,3.915795,11.301192,0.213688,11.299172
4.500000,0.237664,0.064258,10.700000,49.059262,0.610000,3.111967,10.054789,1.991229,3.913398,11.301269,0.443195,11.292575
4.500000,0.237899,0.064402,10.700000,48.636177,0.620000,3.299418,10.044711,3.099909,3.911000,11.301346,0.709370,11.279061
4.500000,0.238136,0.064546,10.700000,48.223886,0.630000,2.925722,10.034633,3.893990,3.908600,11.301423,0.965473,11.260107
4.500000,0.238372,0.064692,10.700000,47.821936,0.640000,2.105177,10.024555,4.444589,3.906199,11.301500,1.173307,11.240429
4.500000,0.238609,0.064837,10.700000,47.429901,0.650000,0.991041,10.014476,4.768628,3.903796,11.301578,1.307020,11.225745
4.500000,0.238847,0.064983,10.700000,47.047378,0.660000,0.254487,10.004397,4.875742,3.901392,11.301656,1.357092,11.219881
4.500000,0.239085,0.065130,10.700000,46.673987,0.670000,1.476597,9.994318,4.776563,3.898986,11.301734,1.422500,11.211854
4.500000,0.239324,0.065277,10.700000,46.309371,0.680000,2.536274,9.984239,4.483786,3.896579,11.301812,1.515985,11.199676
4.500000,0.239563,0.065425,10.700000,45.953190,0.690000,3.315887,9.974159,4.010499,3.894170,11.301891,1.578825,11.191070
4.500000,0.239803,0.065573,10.700000,45.605122,0.700000,3.725299,9.964079,3.365387,3.891760,11.301970,1.562809,11.193397
4.500000,0.240043,0.065721,10.700000,45.264864,0.710000,3.709918,9.953999,2.538105,3.889348,11.302049,1.440252,11.209906
4.500000,0.240283,0.065871,10.700000,44.932127,0.720000,3.259918,9.943919,1.417886,3.886935,11.302128,1.204044,11.237810
4.500000,0.240524,0.066020,10.700000,44.606638,0.730000,2.417496,9.933838,0.000000,3.884521,11.302208,0.865260,11.269039
4.500000,0.240766,0.066170,10.700000,44.288136,0.740000,1.277114,9.923757,0.000000,3.882104,11.302288,0.449959,11.293328
4.500000,0.241008,0.066321,10.700000,43.976375,0.750000,0.025575,9.913675,0.000000,3.879687,11.302368,0.036339,11.302310
4.500000,0.241250,0.066472,10.700000,43.671120,0.760000,1.336152,9.903594,0.000000,3.877268,11.302449,0.075619,11.302196
4.500000,0.241493,0.066624,10.700000,43.372146,0.770000,2.508996,9.893512,0.000000,3.874847,11.302530,0.185087,11.301014
4.500000,0.241736,0.066776,10.700000,43.079242,0.780000,3.430572,9.883430,1.387129,3.872425,11.302611,0.351925,11.297131
4.500000,0.241980,0.066929,10.700000,42.792204,0.790000,4.031495,9.873348,2.488451,3.870001,11.302692,0.558924,11.288864
4.500000,0.242225,0.067082,10.700000,42.510838,0.800000,4.286506,9.863265,3.315193,3.867576,11.302774,0.787188,11.275329
4.500000,0.242470,0.067236,10.700000,42.234960,0.810000,4.206332,9.853182,3.993346,3.865149,11.302856,1.018359,11.256887
4.500000,0.242715,0.067390,10.700000,41.964393,0.820000,3.826594,9.843099,4.550135,3.862721,11.302938,1.236136,11.235140
4.500000,0.242961,0.067545,10.700000,41.698969,0.830000,3.197505,9.833015,4.994275,3.860291,11.303021,1.427129,11.212563
4.500000,0.243207,0.067700,10.700000,41.438527,0.840000,2.376034,9.822931,5.329475,3.857860,11.303103,1.581186,11.191961
4.500000,0.243454,0.067856,10.700000,41.182912,0.850000,1.420717,9.812847,5.558277,3.855427,11.303187,1.691403,11.175920
4.500000,0.243702,0.068013,10.700000,40.931977,0.860000,0.388623,9.802763,5.683372,3.852992,11.303270,1.753923,11.166363
4.500000,0.243950,0.068170,10.700000,40.685581,0.870000,0.666218,9.792678,5.708059,3.850556,11.303354,1.784890,11.161540
4.500000,0.244198,0.068327,10.700000,40.443588,0.880000,1.693514,9.782593,5.636324,3.848119,11.303437,1.843960,11.152018
4.500000,0.244447,0.068485,10.700000,40.205868,0.890000,2.647006,9.772508,5.472756,3.845680,11.303522,1.922532,11.138827
4.500000,0.244696,0.068644,10.700000,39.972298,0.900000,3.484660,9.762422,5.222334,3.843239,11.303606,2.000463,11.125181
4.500000,0.244946,0.068803,10.700000,39.742756,0.910000,4.169013,9.752336,4.890099,3.840797,11.303691,2.057680,11.114827
4.500000,0.245197,0.068963,10.700000,39.517130,0.920000,4.667799,9.742250,4.480646,3.838353,11.303776,2.077349,11.111255
4.500000,0.245448,0.069123,10.700000,39.295308,0.930000,4.954953,9.732164,3.997242,3.835908,11.303862,2.047036,11.116966
4.500000,0.245699,0.069284,10.700000,39.077185,0.940000,5.011999,9.722077,3.440028,3.833461,11.303947,1.958867,11.132927
4.500000,0.245951,0.069446,10.700000,38.862659,0.950000,4.829738,9.711990,2.801502,3.831013,11.304033,1.809339,11.158291
4.500000,0.246204,0.069608,10.700000,38.651632,0.960000,4.409994,9.701903,2.051108,3.828563,11.304120,1.599040,11.190451
4.500000,0.246457,0.069770,10.700000,38.444010,0.970000,3.767047,9.691815,1.033811,3.826111,11.304206,1.332335,11.225416
4.500000,0.246710,0.069933,10.700000,38.239702,0.980000,2.928263,9.681727,0.000000,3.823658,11.304293,1.016978,11.258455
4.500000,0.246964,0.070097,10.700000,38.038621,0.990000,1.933433,9.671639,0.000000,3.821204,11.304381,0.663634,11.284884
4.500000,0.247219,0.070261,10.700000,37.840682,1.000000,0.832517,9.661550,0.000000,3.818748,11.304468,0.285792,11.300855
4.500000,0.247474,0.070426,10.700000,37.645805,1.010000,0.318147,9.651461,0.000000,3.816290,11.304556,0.040123,11.304485
4.500000,0.247730,0.070591,10.700000,37.453911,1.020000,1.460654,9.641372,0.000000,3.813830,11.304644,0.072294,11.304413
4.500000,0.247986,0.070757,10.700000,37.264925,1.030000,2.540513,9.631282,0.000000,3.811369,11.304733,0.143896,11.303817
4.500000,0.248243,0.070924,10.700000,37.078775,1.040000,3.510887,9.621193,0.000000,3.808907,11.304821,0.251106,11.302032
4.500000,0.248500,0.071091,10.700000,36.895389,1.050000,4.335417,9.611102,1.564495,3.806443,11.304910,0.388778,11.298223
4.500000,0.248758,0.071259,10.700000,36.714700,1.060000,4.989383,9.601012,2.388397,3.803977,11.305000,0.550901,11.291569
4.500000,0.249016,0.071427,10.700000,36.536643,1.070000,5.459383,9.590921,3.062460,3.801510,11.305090,0.731030,11.281429
4.500000,0.249275,0.071596,10.700000,36.361153,1.080000,5.741948,9.580830,3.654065,3.799041,11.305180,0.922671,11.267465
4.500000,0.249534,0.071766,10.700000,36.188171,1.090000,5.841616,9.570739,4.183762,3.796570,11.305270,1.119572,11.249697
4.500000,0.249794,0.071936,10.700000,36.017637,1.100000,5.768879,9.560647,4.659771,3.794098,11.305361,1.315936,11.228512
4.500000,0.250055,0.072107,10.700000,35.849493,1.110000,5.538287,9.550555,5.085789,3.791624,11.305452,1.506559,11.204620
4.500000,0.250316,0.072278,10.700000,35.683684,1.120000,5.166882,9.540462,5.463607,3.789149,11.305543,1.686899,11.178984
4.500000,0.250577,0.072450,10.700000,35.520157,1.130000,4.672971,9.530370,5.794178,3.786672,11.305635,1.853103,11.152730
4.500000,0.250839,0.072623,10.700000,35.358859,1.140000,4.075253,9.520277,6.078117,3.784193,11.305727,2.002006,11.127058
4.500000,0.251102,0.072796,10.700000,35.199741,1.150000,3.392214,9.510183,6.315946,3.781713,11.305819,2.131096,11.103152
4.500000,0.251365,0.072970,10.700000,35.042754,1.160000,2.641756,9.500089,6.508221,3.779231,11.305912,2.238482,11.082095
4.500000,0.251629,0.073145,10.700000,34.887850,1.170000,1.840987,9.489995,6.655598,3.776747,11.306005,2.322846,11.064815
4.500000,0.251893,0.073320,10.700000,34.734984,1.180000,1.006125,9.479901,6.758864,3.774262,11.306098,2.383395,11.052026
4.500000,0.252158,0.073495,10.700000,34.584112,1.190000,0.152478,9.469806,6.818946,3.771775,11.306192,2.419815,11.044205
4.500000,0.252424,0.073672,10.700000,34.435190,1.200000,0.705522,9.459711,6.836908,3.769287,11.306286,2.446208,11.038485
4.500000,0.252690,0.073849,10.700000,34.288176,1.210000,1.554265,9.449616,6.813943,3.766797,11.306380,2.488364,11.029155
4.500000,0.252956,0.074026,10.700000,34.143032,1.220000,2.380898,9.439520,6.751358,3.764305,11.306475,2.543672,11.016628
4.500000,0.253223,0.074205,10.700000,33.999716,1.230000,3.173257,9.429424,6.650555,3.761812,11.306570,2.607365,11.001825
4.500000,0.253491,0.074384,10.700000,33.858191,1.240000,3.919815,9.419327,6.513009,3.759317,11.306665,2.673869,10.985950
4.500000,0.253759,0.074563,10.700000,33.718420,1.250000,4.609645,9.409231,6.340245,3.756820,11.306761,2.737398,10.970391
4.500000,0.254028,0.074743,10.700000,33.580367,1.260000,5.232400,9.399133,6.133808,3.754322,11.306857,2.792395,10.956621
4.500000,0.254297,0.074924,10.700000,33.443997,1.270000,5.778333,9.389036,5.895229,3.751822,11.306953,2.833805,10.946083
4.500000,0.254567,0.075106,10.700000,33.309277,1.280000,6.238335,9.378938,5.625984,3.749320,11.307050,2.857219,10.940095
4.500000,0.254838,0.075288,10.700000,33.176172,1.290000,6.604026,9.368840,5.327439,3.746817,11.307147,2.858942,10.939745
4.500000,0.255109,0.075471,10.700000,33.044652,1.300000,6.867868,9.358741,5.000777,3.744312,11.307244,2.835999,10.945816
4.500000,0.255381,0.075655,10.700000,32.914684,1.310000,7.023335,9.348642,4.646879,3.741805,11.307342,2.786127,10.958717
4.500000,0.255653,0.075839,10.700000,32.786239,1.320000,7.065117,9.338543,4.266153,3.739297,11.307440,2.707756,10.978445
4.500000,0.255926,0.076024,10.700000,32.659287,1.330000,6.989358,9.328443,3.858214,3.736786,11.307539,2.599982,11.004568
4.500000,0.256199,0.076209,10.700000,32.533799,1.340000,6.793930,9.318343,3.421306,3.734275,11.307638,2.462553,11.036236
4.500000,0.256473,0.076395,10.700000,32.409747,1.350000,6.478708,9.308243,2.951066,3.731761,11.307737,2.295849,11.072217
4.500000,0.256748,0.076582,10.700000,32.287104,1.360000,6.045844,9.298142,2.437505,3.729246,11.307837,2.100867,11.110964
4.500000,0.257023,0.076770,10.700000,32.165845,1.370000,5.499994,9.288041,1.855573,3.726729,11.307937,1.879207,11.150695
4.500000,0.257299,0.076958,10.700000,32.045942,1.380000,4.848475,9.277940,1.117244,3.724211,11.308037,1.633044,11.189498
4.500000,0.257575,0.077147,10.700000,31.927370,1.390000,4.101312,9.267838,0.000000,3.721691,11.308138,1.365096,11.225439
4.500000,0.257852,0.077337,10.700000,31.810106,1.400000,3.271140,9.257736,0.000000,3.719169,11.308239,1.078579,11.256684
4.500000,0.258130,0.077527,10.700000,31.694125,1.410000,2.372954,9.247633,0.000000,3.716645,11.308340,0.777168,11.281603
4.500000,0.258408,0.077718,10.700000,31.579405,1.420000,1.423678,9.237530,0.000000,3.714120,11.308442,0.465076,11.298874
4.500000,0.258687,0.077910,10.700000,31.465921,1.430000,0.441602,9.227427,0.000000,3.711592,11.308544,0.149405,11.307557
4.500000,0.258966,0.078103,10.700000,31.353653,1.440000,0.554306,9.217323,0.000000,3.709064,11.308647,0.045902,11.308554
4.500000,0.259246,0.078296,10.700000,31.242579,1.450000,1.545127,9.207219,0.000000,3.706533,11.308750,0.067885,11.308546
4.500000,0.259527,0.078490,10.700000,31.132678,1.460000,2.512720,9.197114,0.000000,3.704001,11.308853,0.110012,11.308318
4.500000,0.259808,0.078685,10.700000,31.023929,1.470000,3.440364,9.187009,0.000000,3.701467,11.308957,0.171359,11.307658
4.500000,0.260089,0.078880,10.700000,30.916312,1.480000,4.313281,9.176904,0.000000,3.698931,11.309061,0.250702,11.306282
4.500000,0.260372,0.079076,10.700000,30.809808,1.490000,5.118999,9.166798,1.122877,3.696394,11.309165,0.346566,11.303854
4.500000,0.260655,0.079273,10.700000,30.704398,1.500000,5.847539,9.156692,1.835664,3.693854,11.309270,0.457287,11.300021
4.500000,0.260939,0.079470,10.700000,30.600062,1.510000,6.491455,9.146586,2.398426,3.691313,11.309376,0.581070,11.294438
4.500000,0.261223,0.079669,10.700000,30.496784,1.520000,7.045730,9.136479,2.895026,3.688771,11.309481,0.716039,11.286791
4.500000,0.261508,0.079868,10.700000,30.394545,1.530000,7.507578,9.126372,3.350553,3.686226,11.309587,0.860291,11.276820
4.500000,0.261793,0.080068,10.700000,30.293327,1.540000,7.876175,9.116264,3.775803,3.683680,11.309694,1.011934,11.264332
4.500000,0.262079,0.080268,10.700000,30.193115,1.550000,8.152362,9.106156,4.176242,3.681132,11.309801,1.169125,11.249211
4.500000,0.262366,0.080470,10.700000,30.093891,1.560000,8.338337,9.096047,4.554895,3.678582,11.309908,1.330091,11.231424
4.500000,0.262653,0.080672,10.700000,29.995639,1.570000,8.437368,9.085939,4.913531,3.676031,11.310016,1.493153,11.211019
4.500000,0.262941,0.080875,10.700000,29.898344,1.580000,8.453523,9.075829,5.253219,3.673478,11.310124,1.656737,11.188124
4.500000,0.263230,0.081078,10.700000,29.801990,1.590000,8.391441,9.065720,5.574619,3.670922,11.310232,1.819387,11.162938
4.500000,0.263519,0.081283,10.700000,29.706562,1.600000,8.256134,9.055609,5.878144,3.668366,11.310341,1.979762,11.135725
4.500000,0.263809,0.081488,10.700000,29.612045,1.610000,8.052830,9.045499,6.164055,3.665807,11.310451,2.136643,11.106802
4.500000,0.264100,0.081694,10.700000,29.518425,1.620000,7.786842,9.035388,6.432526,3.663247,11.310560,2.288931,11.076532
4.500000,0.264391,0.081900,10.700000,29.425688,1.630000,7.463470,9.025277,6.683678,3.660684,11.310671,2.435642,11.045312
4.500000,0.264683,0.082108,10.700000,29.333819,1.640000,7.087932,9.015165,6.917603,3.658120,11.310781,2.575901,11.013560
4.500000,0.264975,0.082316,10.700000,29.242806,1.650000,6.665303,9.005053,7.134384,3.655555,11.310892,2.708943,10.981708
4.500000,0.265268,0.082525,10.700000,29.152636,1.660000,6.200485,8.994940,7.334104,3.652987,11.311003,2.834102,10.950190
4.500000,0.265562,0.082735,10.700000,29.063294,1.670000,5.698183,8.984827,7.516853,3.650418,11.311115,2.950805,10.919436
4.500000,0.265856,0.082946,10.700000,28.974770,1.680000,5.162889,8.974713,7.682735,3.647846,11.311228,3.058570,10.889859
4.500000,0.266152,0.083157,10.700000,28.887049,1.690000,4.598884,8.964600,7.831867,3.645273,11.311340,3.156998,10.861850
4.500000,0.266447,0.083370,10.700000,28.800121,1.700000,4.010231,8.954485,7.964387,3.642698,11.311453,3.245766,10.835773
4.500000,0.266744,0.083583,10.700000,28.713973,1.710000,3.400790,8.944370,8.080450,3.640122,11.311567,3.324623,10.811958
4.500000,0.267041,0.083797,10.700000,28.628594,1.720000,2.774220,8.934255,8.180228,3.637543,11.311681,3.393386,10.790693
4.500000,0.267338,0.084011,10.700000,28.543973,1.730000,2.133993,8.924139,8.263916,3.634963,11.311795,3.451934,10.772227
4.500000,0.267637,0.084227,10.700000,28.460097,1.740000,1.483406,8.914023,8.331724,3.632381,11.311910,3.500201,10.756761
4.500000,0.267936,0.084443,10.700000,28.376957,1.750000,0.825592,8.903907,8.383880,3.629797,11.312026,3.538178,10.744451
4.500000,0.268235,0.084661,10.700000,28.294542,1.760000,0.163537,8.893790,8.420630,3.627211,11.312141,3.565902,10.735404
4.500000,0.268536,0.084879,10.700000,28.212840,1.770000,0.499909,8.883672,8.442235,3.624623,11.312258,3.588159,10.728107
4.500000,0.268837,0.085098,10.700000,28.131843,1.780000,1.162020,8.873554,8.448971,3.622034,11.312374,3.616215,10.718806
4.500000,0.269139,0.085317,10.700000,28.051539,1.790000,1.820178,8.863436,8.441126,3.619442,11.312491,3.650133,10.707427
4.500000,0.269441,0.085538,10.700000,27.971920,1.800000,2.471865,8.853317,8.419002,3.616849,11.312609,3.689255,10.694135
4.500000,0.269744,0.085760,10.700000,27.892975,1.810000,3.114650,8.843198,8.382910,3.614254,11.312727,3.732741,10.679159
4.500000,0.270048,0.085982,10.700000,27.814695,1.820000,3.746178,8.833078,8.333173,3.611657,11.312846,3.779616,10.662785
4.500000,0.270352,0.086205,10.700000,27.737070,1.830000,4.364161,8.822958,8.270119,3.609058,11.312965,3.828806,10.645347
4.500000,0.270657,0.086429,10.700000,27.660092,1.840000,4.966367,8.812837,8.194085,3.606458,11.313084,3.879174,10.627223
4.500000,0.270963,0.086654,10.700000,27.583751,1.850000,5.550616,8.802716,8.105413,3.603855,11.313204,3.929557,10.608825
4.500000,0.271270,0.086880,10.700000,27.508039,1.860000,6.114769,8.792594,8.004450,3.601250,11.313324,3.978792,10.590586
4.500000,0.271577,0.087107,10.700000,27.432948,1.870000,6.656721,8.782472,7.891543,3.598644,11.313445,4.025737,10.572960
4.500000,0.271885,0.087334,10.700000,27.358468,1.880000,7.174402,8.772350,7.767044,3.596036,11.313566,4.069292,10.556403
4.500000,0.272194,0.087563,10.700000,27.284592,1.890000,7.665763,8.762227,7.631302,3.593426,11.313688,4.108407,10.541372
4.500000,0.272503,0.087792,10.700000,27.211311,1.900000,8.128783,8.752103,7.484665,3.590814,11.313810,4.142098,10.528311
4.500000,0.272813,0.088023,10.700000,27.138618,1.910000,8.561459,8.741979,7.327477,3.588200,11.313933,4.169444,10.517643
4.500000,0.273124,0.088254,10.700000,27.066504,1.920000,8.961812,8.731855,7.160078,3.585584,11.314056,4.189597,10.509764
4.500000,0.273435,0.088486,10.700000,26.994962,1.930000,9.327881,8.721730,6.982799,3.582966,11.314180,4.201783,10.505031
4.500000,0.273747,0.088719,10.700000,26.923985,1.940000,9.657733,8.711604,6.795962,3.580347,11.314304,4.205298,10.503759
4.500000,0.274060,0.088953,10.700000,26.853565,1.950000,9.949463,8.701478,6.599877,3.577725,11.314429,4.199512,10.506208
4.500000,0.274374,0.089188,10.700000,26.783695,1.960000,10.201201,8.691352,6.394838,3.575101,11.314554,4.183864,10.512584
4.500000,0.274688,0.089424,10.700000,26.714367,1.970000,10.411123,8.681225,6.181119,3.572476,11.314680,4.157862,10.523030
4.500000,0.275003,0.089661,10.700000,26.645575,1.980000,10.577459,8.671097,5.958971,3.569849,11.314806,4.121081,10.537624
4.500000,0.275319,0.089898,10.700000,26.577312,1.990000,10.698510,8.660969,5.728614,3.567219,11.314933,4.073163,10.556374
4.500000,0.275635,0.090137,10.700000,26.509571,2.000000,10.772661,8.650841,5.490231,3.564588,11.315060,4.013813,10.579219
4.500000,0.275952,0.090376,10.700000,26.442346,2.010000,10.798403,8.640712,5.243958,3.561955,11.315187,3.942798,10.606027
4.500000,0.276270,0.090617,10.700000,26.375629,2.020000,10.774356,8.630582,4.989868,3.559320,11.315316,3.859948,10.636596
4.500000,0.276589,0.090859,10.700000,26.309415,2.030000,10.699292,8.620452,4.727956,3.556683,11.315444,3.765155,10.670655
4.500000,0.276908,0.091101,10.700000,26.243698,2.040000,10.572165,8.610322,4.458108,3.554044,11.315574,3.658373,10.707871
4.500000,0.277228,0.091345,10.700000,26.178470,2.050000,10.392140,8.600191,4.180066,3.551403,11.315703,3.539618,10.747849
4.500000,0.277549,0.091589,10.700000,26.113727,2.060000,10.158631,8.590059,3.893365,3.548760,11.315834,3.408969,10.790135
4.500000,0.277871,0.091834,10.700000,26.049462,2.070000,9.871331,8.579927,3.597245,3.546115,11.315964,3.266571,10.834231
4.500000,0.278193,0.092081,10.700000,25.985669,2.080000,9.530249,8.569794,3.290493,3.543468,11.316096,3.112636,10.879592
4.500000,0.278516,0.092328,10.700000,25.922342,2.090000,9.135747,8.559661,2.971177,3.540819,11.316227,2.947443,10.925639
4.500000,0.278840,0.092577,10.700000,25.859477,2.100000,8.688574,8.549527,2.636137,3.538168,11.316360,2.771340,10.971767
4.500000,0.279165,0.092826,10.700000,25.797066,2.110000,8.189898,8.539393,2.279920,3.535515,11.316493,2.584751,11.017353
4.500000,0.279490,0.093077,10.700000,25.735106,2.120000,7.641332,8.529258,1.892191,3.532861,11.316626,2.388167,11.061767
4.500000,0.279816,0.093328,10.700000,25.673590,2.130000,7.044952,8.519123,1.449697,3.530204,11.316760,2.182157,11.104380
4.500000,0.280143,0.093580,10.700000,25.612513,2.140000,6.403313,8.508987,0.875451,3.527545,11.316895,1.967361,11.144577
4.500000,0.280471,0.093834,10.700000,25.551870,2.150000,5.719450,8.498850,0.000000,3.524884,11.317030,1.744493,11.181767
4.500000,0.280799,0.094088,10.700000,25.491655,2.160000,4.996867,8.488713,0.000000,3.522221,11.317165,1.514335,11.215392
4.500000,0.281128,0.094344,10.700000,25.431865,2.170000,4.239515,8.478576,0.000000,3.519556,11.317302,1.277741,11.244941
4.500000,0.281458,0.094601,10.700000,25.372493,2.180000,3.451760,8.468438,0.000000,3.516889,11.317438,1.035636,11.269954
4.500000,0.281789,0.094858,10.700000,25.313536,2.190000,2.638328,8.458299,0.000000,3.514220,11.317576,0.789039,11.290037
4.500000,0.282121,0.095117,10.700000,25.254987,2.200000,1.804252,8.448160,0.000000,3.511549,11.317714,0.539151,11.304864
4.500000,0.282453,0.095377,10.700000,25.196843,2.210000,0.954793,8.438020,0.000000,3.508877,11.317852,0.288013,11.314187
4.500000,0.282786,0.095638,10.700000,25.139099,2.220000,0.095365,8.427880,0.000000,3.506202,11.317991,0.059282,11.317836
4.500000,0.283120,0.095899,10.700000,25.081750,2.230000,0.768554,8.417739,0.000000,3.503524,11.318131,0.055922,11.317992
4.500000,0.283455,0.096162,10.700000,25.024792,2.240000,1.631508,8.407597,0.000000,3.500845,11.318271,0.068878,11.318061
4.500000,0.283790,0.096427,10.700000,24.968220,2.250000,2.488149,8.397455,0.000000,3.498164,11.318411,0.090929,11.318046
4.500000,0.284126,0.096692,10.700000,24.912031,2.260000,3.333325,8.387312,0.000000,3.495481,11.318553,0.121907,11.317896
4.500000,0.284463,0.096958,10.700000,24.856219,2.270000,4.162148,8.377169,0.000000,3.492796,11.318695,0.161586,11.317541
4.500000,0.284801,0.097225,10.700000,24.800780,2.280000,4.970063,8.367025,0.000000,3.490108,11.318837,0.209699,11.316894
4.500000,0.285140,0.097494,10.700000,24.745711,2.290000,5.752900,8.356881,0.000000,3.487419,11.318980,0.265930,11.315856
4.500000,0.285479,0.097763,10.700000,24.691007,2.300000,6.506917,8.346736,0.570102,3.484727,11.319124,0.329931,11.314314
4.500000,0.285819,0.098034,10.700000,24.636665,2.310000,7.228818,8.336590,1.248876,3.482034,11.319268,0.401318,11.312152
4.500000,0.286161,0.098306,10.700000,24.582680,2.320000,7.915779,8.326444,1.710120,3.479338,11.319413,0.479683,11.309245
4.500000,0.286502,0.098579,10.700000,24.529048,2.330000,8.565438,8.316297,2.101123,3.476640,11.319558,0.564597,11.305469
4.500000,0.286845,0.098853,10.700000,24.475766,2.340000,9.175895,8.306149,2.454649,3.473941,11.319704,0.655618,11.300702
4.500000,0.287189,0.099128,10.700000,24.422829,2.350000,9.745688,8.296001,2.784065,3.471239,11.319851,0.752291,11.294826
4.500000,0.287533,0.099405,10.700000,24.370235,2.360000,10.273770,8.285852,3.096194,3.468535,11.319998,0.854159,11.287727
4.500000,0.287878,0.099682,10.700000,24.317979,2.370000,10.759478,8.275703,3.394977,3.465829,11.320146,0.960761,11.279302
4.500000,0.288224,0.099961,10.700000,24.266057,2.380000,11.202501,8.265553,3.682876,3.463120,11.320295,1.071640,11.269457
4.500000,0.288571,0.100241,10.700000,24.214467,2.390000,11.602840,8.255403,3.961518,3.460410,11.320444,1.186347,11.258110
4.500000,0.288919,0.100522,10.700000,24.163205,2.400000,11.960772,8.245251,4.232016,3.457697,11.320594,1.304438,11.245189
4.500000,0.289267,0.100804,10.700000,24.112267,2.410000,12.276816,8.235099,4.495159,3.454983,11.320744,1.425484,11.230639
4.500000,0.289617,0.101087,10.700000,24.061650,2.420000,12.551694,8.224947,4.751517,3.452266,11.320895,1.549066,11.214413
4.500000,0.289967,0.101372,10.700000,24.011350,2.430000,12.786303,8.214794,5.001507,3.449547,11.321047,1.674780,11.196482
