
 ----- CONTAMINATION RESULTS for Q2 = 8.5 -----

  Cut | 1pi Total | 2pi Total | Contamination
 11.6 |       1.8 |     1.823 |      1.000000
 11.6 |       1.9 |     1.912 |      1.000000
 11.6 |       2.0 |     1.998 |      1.000000
 11.6 |       2.1 |     2.093 |      1.000000
 11.6 |       2.2 |     2.189 |      1.000000
 11.6 |       2.3 |     2.277 |      1.000000
 11.6 |       2.4 |     2.363 |      1.000000
 11.6 |       2.5 |     2.456 |      1.000000
 11.6 |       2.6 |     2.560 |      1.000000
 11.7 |       2.6 |     2.643 |      1.000000
 11.7 |       2.7 |     2.736 |      1.000000
 11.7 |       2.8 |     2.822 |      1.000000
 11.7 |       2.9 |     2.908 |      1.000000
 11.7 |       3.0 |     2.976 |      1.000000
 11.7 |       3.0 |     3.049 |      1.000000
 11.7 |       3.1 |     3.137 |      1.000000
 11.7 |       3.2 |     3.206 |      1.000000
 11.7 |       3.3 |     3.284 |      1.000000
 11.7 |       3.3 |     3.349 |      1.000000
 11.8 |       3.4 |     3.432 |      1.000000
 11.8 |       3.5 |     3.500 |      1.000000
 11.8 |       3.6 |     3.571 |      1.000000
 11.8 |       3.6 |     3.647 |      1.000000
 11.8 |       3.7 |     3.715 |      1.000000
 11.8 |       3.8 |     3.775 |      1.000000
 11.8 |       3.8 |     3.845 |      1.000000
 11.8 |       3.9 |     3.912 |      1.000000
 11.8 |       4.0 |     3.969 |      1.000000
 11.8 |       4.0 |     4.028 |      1.000000
 11.9 |       4.1 |     4.092 |      1.000000
 11.9 |       4.2 |     4.158 |      1.000000
 11.9 |       4.2 |     4.219 |      1.000000
 11.9 |       4.3 |     4.268 |      1.000000
 11.9 |       4.3 |     4.319 |      1.000000
 11.9 |       4.4 |     4.371 |      1.000000
 11.9 |       4.4 |     4.427 |      1.000000
 11.9 |       4.5 |     4.471 |      1.000000
 11.9 |       4.5 |     4.523 |      1.000000
 11.9 |       4.6 |     4.577 |      1.000000
 12.0 |       4.6 |     4.626 |      1.000000
 12.0 |       4.7 |     4.672 |      1.000000
 12.0 |       4.7 |     4.715 |      1.000000
 12.0 |       4.8 |     4.770 |      1.000000
 12.0 |       4.8 |     4.810 |      1.000000
 12.0 |       4.9 |     4.858 |      1.000000
 12.0 |       4.9 |     4.902 |      1.000000
 12.0 |       4.9 |     4.943 |      1.000000
 12.0 |       5.0 |     4.976 |      1.000000
 12.0 |       5.0 |     5.025 |      1.000000
 12.1 |       5.1 |     5.061 |      1.000000
 12.1 |       5.1 |     5.102 |      1.000000
 12.1 |       5.1 |     5.124 |      1.000000
 12.1 |       5.2 |     5.160 |      1.000000
 12.1 |       5.2 |     5.198 |      1.000000
 12.1 |       5.2 |     5.234 |      1.000000
 12.1 |       5.3 |     5.270 |      1.000000
 12.1 |       5.3 |     5.303 |      1.000000
 12.1 |       5.3 |     5.337 |      1.000000
 12.1 |       5.4 |     5.371 |      1.000000
 12.2 |       5.4 |     5.398 |      1.000000
 12.2 |       5.4 |     5.443 |      1.000000
 12.2 |       5.5 |     5.473 |      1.000000
 12.2 |       5.5 |     5.509 |      1.000000
 12.2 |       5.5 |     5.536 |      1.000000
 12.2 |       5.6 |     5.567 |      1.000000
 12.2 |       5.6 |     5.595 |      1.000000
 12.2 |       5.6 |     5.616 |      1.000000
 12.2 |       5.6 |     5.636 |      1.000000
 12.2 |       5.7 |     5.670 |      1.000000
 12.3 |       5.7 |     5.691 |      1.000000
 12.3 |       5.7 |     5.718 |      1.000000
 12.3 |       5.7 |     5.742 |      1.000000
 12.3 |       5.8 |     5.771 |      1.000000
 12.3 |       5.8 |     5.792 |      1.000000
 12.3 |       5.8 |     5.808 |      1.000000
 12.3 |       5.8 |     5.827 |      1.000000
 12.3 |       5.8 |     5.849 |      1.000000
 12.3 |       5.9 |     5.871 |      1.000000
 12.3 |       5.9 |     5.891 |      1.000000
 12.4 |       5.9 |     5.914 |      1.000000
 12.4 |       5.9 |     5.938 |      1.000000
 12.4 |       6.0 |     5.957 |      1.000000
 12.4 |       6.0 |     5.978 |      1.000000
 12.4 |       6.0 |     5.994 |      1.000000
 12.4 |       6.0 |     6.014 |      1.000000
 12.4 |       6.0 |     6.033 |      1.000000
 12.4 |       6.0 |     6.049 |      1.000000
 12.4 |       6.1 |     6.060 |      1.000000
 12.4 |       6.1 |     6.076 |      1.000000
 12.5 |       6.1 |     6.091 |      1.000000
 12.5 |       6.1 |     6.110 |      1.000000
 12.5 |       6.1 |     6.123 |      1.000000
 12.5 |       6.1 |     6.134 |      1.000000

