x,Q2,W,miss_mass,phih,pt2,t,secondary_pips,secondary_pims,secondary_pizs,secondary_esum,accepted
0.4133,4.2476,2.6289,12.0604,-2.2026,0.0158,-0.8842,0,1,0,0.79874,3
0.4814,4.6278,2.4221,11.8187,0.6534,0.0360,-0.8419,0,1,0,0.37912,1
0.4000,3.9932,2.6212,11.6190,2.2131,0.0382,-0.5233,0,1,0,0.31557,3
0.4179,4.1331,2.5765,11.6697,-1.7479,0.0350,-0.5891,0,1,0,0.34835,3
0.3750,4.0828,2.7723,11.7932,2.7990,0.1052,-0.7001,0,1,0,0.18578,3
0.4708,5.0888,2.5689,11.9070,-1.8729,0.0402,-0.9126,0,1,0,0.52349,3
0.3642,3.9838,2.7993,12.2912,3.0771,0.0267,-0.9575,0,1,0,0.93811,1
0.3642,3.8965,2.7716,12.4065,-2.0251,0.0340,-1.0570,0,1,2,1.32845,1
0.3943,3.9906,2.6475,11.8106,1.6696,0.0254,-0.6503,0,1,0,0.25699,1
0.4374,4.5111,2.5853,12.0405,2.6443,0.0542,-0.9771,0,1,0,0.46871,1
0.3791,4.0702,2.7473,12.1455,-2.5322,0.0206,-0.8758,0,1,0,0.88829,1
0.4335,4.4406,2.5854,11.8213,2.1883,0.0126,-0.7190,0,1,0,0.57611,3
0.4734,5.0398,2.5470,11.9275,-1.5930,0.0067,-0.8939,0,1,0,0.22529,1
0.4126,4.1892,2.6163,11.8583,2.4257,0.0535,-0.7609,0,1,0,0.45770,3
0.4222,4.2895,2.5982,11.8287,2.8954,0.0162,-0.7075,0,1,0,0.43634,3
0.4600,4.9978,2.5977,13.1742,1.8625,0.0008,-2.0791,0,1,1,2.09421,1
0.4478,4.3462,2.4981,11.9136,1.9063,0.0528,-0.8825,0,1,0,0.67302,3
0.3974,4.0494,2.6498,12.0474,2.8229,0.0250,-0.8474,0,1,0,0.58269,3
0.4645,4.5181,2.4677,12.7516,-0.4144,0.0099,-1.6781,0,1,0,1.67415,1
0.4669,5.1490,2.5999,11.6139,-2.2474,0.0068,-0.5881,0,1,0,0.20110,0
0.4158,4.4678,2.6753,11.8400,-1.8649,0.0421,-0.7381,0,1,0,0.24543,1
0.4915,4.8736,2.4337,11.8468,-0.8774,0.0574,-0.9193,0,1,0,0.33558,1
0.5292,5.5188,2.4062,13.1241,1.6820,0.0183,-2.3923,0,1,1,1.69224,1
0.3766,4.0711,2.7602,12.2177,2.3261,0.0391,-0.9516,0,1,0,0.88238,1
0.3469,3.8167,2.8399,11.8443,-3.0916,0.1169,-0.6998,0,1,0,0.45188,3
0.4705,4.9353,2.5365,12.2775,2.4209,0.0288,-1.2569,0,1,1,0.75694,3
0.3609,3.8702,2.7812,13.0524,2.1474,0.0175,-1.5331,0,1,0,1.81886,1
0.3992,4.0923,2.6532,12.1374,-3.0699,0.0573,-0.9702,1,1,0,0.58585,1
0.4263,4.2908,2.5796,11.5942,-2.7475,0.0448,-0.5513,0,1,0,0.15440,1
0.3672,3.9582,2.7754,11.9074,-3.0948,0.1801,-0.8683,0,1,0,0.55555,1
0.4040,4.1891,2.6570,12.3191,3.1276,0.0048,-1.0636,0,2,0,0.82663,1
0.4906,5.0686,2.4784,11.7290,-1.4765,0.0477,-0.7889,0,1,0,0.24816,3
0.4531,4.7156,2.5634,11.6267,3.1142,0.0092,-0.5790,0,1,0,0.33522,3
0.3852,3.9976,2.6945,11.9753,-2.0583,0.0079,-0.7396,1,1,0,0.50451,1
0.4619,4.7440,2.5310,11.8141,1.4107,0.0234,-0.7831,0,1,0,0.43882,1
0.4475,4.6275,2.5678,11.7876,1.6793,0.0170,-0.7224,0,1,0,0.40968,3
0.4073,4.0399,2.5997,11.6359,2.4362,0.0048,-0.5074,0,1,0,0.21124,3
0.4215,4.2353,2.5869,11.7682,-1.3788,0.0130,-0.6508,0,1,0,0.23842,1
0.4042,4.3380,2.6972,11.9560,1.7390,0.0358,-0.8025,0,1,0,0.54202,1
0.4269,4.2586,2.5684,12.1971,2.5867,0.0393,-1.0705,0,1,0,0.68761,1
0.4154,4.1327,2.5879,11.6169,1.2991,0.0276,-0.5323,0,1,0,0.25125,1
0.4255,4.6683,2.6800,13.0246,3.0614,0.0833,-1.9119,1,2,1,1.23684,1
0.4487,4.7278,2.5865,12.8660,-1.8498,0.0099,-1.7312,0,1,0,1.28820,1
0.3704,3.8527,2.7256,11.4751,-2.4018,0.0329,-0.3675,0,1,0,0.18308,3
0.4088,4.3926,2.6896,12.4342,2.9752,0.0576,-1.2544,0,1,0,0.79905,1
0.5261,5.3571,2.3889,12.0032,-1.1153,0.0269,-1.1216,0,1,0,0.69183,3
0.3389,3.7109,2.8494,12.5949,-2.7565,0.1934,-1.3549,0,1,1,1.28298,1
0.4225,4.5244,2.6580,11.9687,-2.5023,0.0397,-0.8594,0,1,0,0.33694,3
0.4714,4.4216,2.4162,11.9352,1.4812,0.0306,-0.9252,0,1,0,0.53564,1
0.3817,4.1584,2.7600,12.3861,2.4200,0.0595,-1.1306,1,2,0,0.65797,3
0.3827,4.0860,2.7332,11.7480,-2.7896,0.0542,-0.6162,0,1,0,0.25484,3
0.4533,4.8027,2.5832,11.9695,2.0702,0.0011,-0.8799,0,1,1,0.63856,1
0.4843,5.2845,2.5509,11.7809,-1.3719,0.0245,-0.7993,0,1,0,0.25709,1
0.4579,4.6924,2.5368,11.9030,2.8401,0.0217,-0.8550,0,1,0,0.42588,3
0.4962,5.2873,2.4999,11.9558,-2.0167,0.0468,-1.0275,0,1,0,0.60391,3
0.4664,5.1099,2.5933,12.6526,1.7906,0.0035,-1.5808,0,1,1,1.51874,1
0.4474,4.2200,2.4684,12.1951,1.8559,0.0056,-1.0753,0,1,2,1.15470,1
0.5415,5.7286,2.3938,12.8155,2.7877,0.0014,-2.0530,0,1,0,1.21481,1
0.4424,4.4461,2.5464,12.4313,-2.9949,0.0069,-1.2840,0,1,0,0.70358,1
0.4586,4.3189,2.4454,11.9570,0.0739,0.0103,-0.8891,0,1,0,0.53522,1
0.4363,4.3020,2.5373,11.8775,2.1773,0.0111,-0.7711,0,1,0,0.41562,3
0.4111,4.2222,2.6323,11.7954,-1.4600,0.0365,-0.6839,0,1,0,0.36057,1
0.3554,3.9067,2.8223,11.4369,-2.6109,0.0928,-0.3918,0,1,0,0.15029,3
0.3568,3.8156,2.7856,11.7495,-2.3113,0.0341,-0.5473,0,1,0,0.47295,1
0.3687,3.9397,2.7615,11.8655,-2.7904,0.0663,-0.6952,0,1,0,0.16517,3
0.4221,4.3031,2.6021,11.6705,2.4690,0.0079,-0.5639,0,1,0,0.24979,3
0.4681,4.3119,2.4041,11.8130,0.6650,0.0327,-0.8043,0,1,0,0.40059,1
0.4955,5.0023,2.4440,12.0966,2.8239,0.0284,-1.1432,0,1,0,0.83966,1
0.5107,5.4781,2.4757,12.9645,2.3519,0.0286,-2.1387,1,2,1,1.64245,1
0.4432,4.4076,2.5335,11.6198,1.3631,0.0645,-0.6238,0,1,0,0.26107,1
0.4368,4.2277,2.5162,11.8189,2.0770,0.0648,-0.7896,0,1,0,0.42295,1
0.3637,4.0003,2.8069,11.4779,-2.4146,0.0954,-0.4339,0,1,0,0.19876,3
0.5756,5.6163,2.2409,12.3857,0.5735,0.0687,-1.7681,0,1,0,0.55835,1
0.3625,3.8330,2.7605,12.2510,2.7793,0.1331,-1.0689,0,0,0,0.00000,1
0.4224,4.1775,2.5676,11.9657,-2.6120,0.0444,-0.8619,0,1,0,0.47976,1
0.4419,4.4845,2.5582,11.8702,-1.7532,0.0016,-0.7647,0,1,0,0.72340,3
0.4349,4.1921,2.5155,12.4915,2.2499,0.0215,-1.3366,0,1,1,0.93647,1
0.5089,4.6195,2.3105,11.7818,-0.1084,0.0510,-0.8793,1,1,0,0.47207,1
0.4968,4.8350,2.4035,11.8921,-1.7361,0.0359,-0.9477,0,1,0,0.52465,3
0.5677,5.5812,2.2651,12.0639,2.1173,0.0114,-1.2740,0,1,0,0.43145,1
0.4468,4.8316,2.6196,11.7857,2.0628,0.0172,-0.7206,0,1,0,0.38396,1
0.3491,3.7291,2.7988,12.0088,2.7625,0.0260,-0.7083,0,1,0,0.62566,1
0.4813,4.9946,2.5027,11.8466,2.5933,0.0437,-0.8805,0,1,0,0.37526,1
0.4892,4.9449,2.4582,12.9505,2.5507,0.0054,-1.9835,0,1,1,0.83532,1
0.3718,4.0831,2.7890,12.3918,-3.1115,0.0656,-1.1137,0,1,0,0.86917,3
0.3764,3.9425,2.7226,12.0228,2.3469,0.0557,-0.8193,0,1,0,0.70095,3
0.4226,4.2206,2.5783,11.8725,1.7368,0.0059,-0.7319,0,1,0,0.27892,3
0.3569,3.7881,2.7761,12.7853,2.9161,0.0432,-1.3440,0,1,1,1.54323,1
0.4908,4.5759,2.3723,11.4587,-1.3812,0.0245,-0.4962,0,1,0,0.18678,3
0.4135,4.1309,2.5958,11.9114,0.4986,0.0026,-0.7414,0,1,0,0.19342,1
0.3985,4.1667,2.6776,11.4973,-2.5975,0.0073,-0.3892,0,1,0,0.27280,1
0.4097,4.4025,2.6875,12.9372,-2.0472,0.0172,-1.6467,0,1,0,1.75968,1
0.4394,4.4885,2.5706,12.0441,1.5440,0.0435,-0.9706,0,1,0,0.26118,3
0.3814,4.1720,2.7654,12.6275,-2.7918,0.0096,-1.2555,0,1,1,1.47629,1
0.4322,4.6241,2.6372,13.2594,-1.9767,0.0036,-2.0317,0,1,1,2.16433,1
0.3747,3.9342,2.7289,11.5820,-2.2489,0.0195,-0.4356,0,1,0,0.30227,1
0.3695,3.9452,2.7593,11.6048,2.5511,0.0156,-0.4405,0,1,0,0.19269,1
0.4139,4.5339,2.7022,11.9225,2.9531,0.1407,-0.9304,0,1,0,0.50345,1
0.5594,5.8071,2.3355,12.3139,-1.7522,0.0466,-1.5964,0,1,0,0.58042,1
0.5331,5.6263,2.4100,12.4702,0.7606,0.0060,-1.6293,0,1,0,0.17392,1
0.3879,4.2256,2.7475,11.8231,2.7174,0.0510,-0.6807,0,1,0,0.22318,3
0.3646,3.8237,2.7467,11.8176,-1.8704,0.0463,-0.6261,0,1,0,0.59247,1
0.5037,5.1483,2.4399,12.0935,2.0835,0.0103,-1.1368,0,1,0,0.36450,3
0.4649,5.1298,2.6048,11.5512,2.5189,0.0000,-0.5195,0,1,0,0.24379,0
0.3389,3.6747,2.8370,11.6664,-2.3751,0.0319,-0.4577,0,1,0,0.26696,1
0.4198,4.1690,2.5773,11.5762,-1.0819,0.0399,-0.5204,0,1,0,0.30966,1
0.3801,4.0813,2.7452,12.8937,2.7473,0.0166,-1.4829,0,1,0,1.77237,1
0.4160,4.2047,2.6046,12.0515,1.5318,0.0161,-0.8832,0,1,1,0.52635,1
0.3367,3.6909,2.8549,12.8275,2.9991,0.0333,-1.2821,1,2,0,0.84261,1
0.4205,4.5399,2.6715,11.9427,-1.9961,0.0022,-0.7841,0,1,0,0.59910,1
0.5763,5.7293,2.2567,12.3407,0.1197,0.0285,-1.6539,0,1,0,0.28542,1
0.3809,3.9388,2.6986,11.4836,-2.2833,0.0099,-0.3596,0,1,0,0.24782,1
0.3987,4.2275,2.6938,11.6268,2.6604,0.0730,-0.5700,0,1,0,0.37839,3
0.3960,4.1892,2.6961,11.8960,2.8559,0.0052,-0.6967,0,1,0,0.55199,1
0.5576,5.7759,2.3371,11.8513,0.9922,0.0325,-1.0374,0,1,0,0.51465,3
0.4580,4.5978,2.5140,11.8294,2.7472,0.0238,-0.7895,0,1,0,0.20292,1
0.4573,4.6454,2.5287,12.1260,1.5401,0.0024,-1.0355,0,1,0,0.78380,3
0.3401,3.6803,2.8320,11.9081,2.4490,0.0873,-0.6955,0,1,1,0.48141,3
0.4565,4.7084,2.5467,11.9638,2.6929,0.0527,-0.9497,0,1,0,0.64618,1
0.4216,4.1821,2.5726,12.9067,2.4089,0.0005,-1.6380,0,1,1,1.74929,1
0.4487,4.6376,2.5648,11.9935,-1.1995,0.0008,-0.8902,0,1,0,0.53362,1
0.3557,3.8571,2.8048,13.0671,2.6431,0.0486,-1.5756,0,1,2,1.19962,1
0.3709,4.0947,2.7975,12.9596,-2.5878,0.0350,-1.5297,1,1,2,1.86569,0
0.4809,4.7019,2.4406,11.7074,0.5614,0.0000,-0.6881,0,1,0,0.25063,3
0.5821,5.3574,2.1742,11.9439,0.3153,0.0191,-1.1777,0,1,0,0.44234,1
0.4621,4.3601,2.4406,12.1575,0.0937,0.0087,-1.0843,0,1,0,0.34225,1
0.4250,4.4930,2.6378,11.9416,2.6578,0.0600,-0.8679,0,1,0,0.66374,3
0.5450,4.9575,2.2405,11.9875,-0.0574,0.0721,-1.2109,0,1,0,0.35243,1
0.4418,4.7517,2.6238,11.7738,-1.7407,0.0157,-0.6984,0,1,0,0.49297,1
0.4016,4.0907,2.6411,11.8528,-2.2085,0.0222,-0.6943,0,1,0,0.57359,3
0.3701,3.9190,2.7477,12.1798,3.0140,0.0869,-0.9692,0,1,0,0.79851,3
0.4740,5.0041,2.5364,11.8450,1.0293,0.0060,-0.8155,0,1,0,0.46613,1
0.4888,4.8283,2.4352,12.3320,2.3615,0.0038,-1.3283,0,1,0,0.29191,1
0.3785,4.0068,2.7312,12.3057,-2.4655,0.0416,-1.0304,0,1,1,0.97184,3
0.4698,4.7790,2.5049,12.1286,-0.9377,0.0301,-1.1096,0,1,0,0.58713,1
0.5507,5.0648,2.2388,11.7591,-0.3899,0.0259,-0.9067,0,1,0,0.31949,1
0.4191,4.1402,2.5727,11.7987,-0.9982,0.0181,-0.6781,0,1,0,0.39143,1
0.3928,4.2932,2.7418,11.8631,2.0173,0.0613,-0.7352,0,1,0,0.30809,1
0.4306,4.5941,2.6372,11.7999,2.2343,0.0613,-0.7569,0,1,0,0.15994,3
0.4475,4.9219,2.6375,12.1941,1.7734,0.0268,-1.1089,0,1,0,0.59354,1
0.4072,4.2700,2.6637,12.1217,-2.7243,0.0734,-0.9995,0,1,0,0.34993,1
0.4303,4.1860,2.5344,12.2524,1.0914,0.0347,-1.1227,0,1,0,0.87815,1
0.3790,4.0560,2.7432,11.8254,2.5402,0.0623,-0.6794,0,1,0,0.34569,3
0.4498,4.6094,2.5533,12.3247,-2.2424,0.0810,-1.3156,0,1,1,0.89916,1
0.5345,5.5143,2.3839,12.9545,-0.5581,0.0112,-2.2016,0,1,1,1.57960,1
0.4285,4.3838,2.5936,11.7937,-1.4087,0.0322,-0.7103,0,1,0,0.56187,1
0.5687,5.6458,2.2719,11.8646,1.7890,0.0138,-1.0509,0,1,0,0.40534,1
0.3692,3.9311,2.7560,11.7361,-2.1602,0.0633,-0.5947,0,1,0,0.33660,3
0.4297,4.5454,2.6292,11.6313,1.3527,0.0064,-0.5421,0,1,0,0.29017,1
0.5900,5.9897,2.2455,12.2421,-2.8864,0.0010,-1.5374,0,1,0,0.50526,1
0.4172,4.6010,2.7030,11.7656,-2.1830,0.0662,-0.7082,0,1,0,0.41807,2
0.4286,4.2384,2.5557,11.9951,-1.4211,0.0025,-0.8456,0,1,0,0.19086,3
0.3949,4.0672,2.6670,11.8478,-3.0228,0.0794,-0.7498,0,1,0,0.53530,1
0.5146,4.6565,2.2964,12.1046,0.0154,0.0414,-1.2171,0,1,0,0.64085,1
0.3902,4.1677,2.7190,12.1509,2.8512,0.0293,-0.9205,0,1,0,0.52360,3
0.3839,4.0859,2.7274,11.9029,3.0236,0.0720,-0.7622,0,1,0,0.40052,3
0.4236,4.2148,2.5722,11.8899,-1.9874,0.0403,-0.7933,0,1,0,0.34284,3
0.4986,4.7831,2.3856,11.8556,1.7529,0.0516,-0.9351,0,1,0,0.21054,1
0.4454,4.6943,2.5934,11.9484,-1.8094,0.0042,-0.8466,0,1,0,0.63920,1
0.3593,3.8242,2.7750,11.6049,2.3130,0.0373,-0.4514,0,1,0,0.21282,1
0.6264,5.8000,2.0830,11.8196,-0.0685,0.0303,-1.1463,0,1,0,0.26705,1
0.3739,4.0650,2.7728,13.1332,-1.9989,0.0218,-1.6671,0,1,1,1.68288,1
0.5432,4.9986,2.2549,12.1788,-0.0994,0.0127,-1.3356,0,1,0,0.63562,1
0.3845,3.9471,2.6832,12.2654,2.6411,0.0520,-1.0294,0,1,0,0.96801,1
0.5012,4.6687,2.3507,11.9289,-2.4096,0.0057,-0.9525,0,1,0,0.35792,1
0.4399,4.6662,2.6118,11.8659,-2.3940,0.1086,-0.8951,0,1,0,0.22556,1
0.4469,4.2338,2.4740,11.5710,-2.4193,0.0101,-0.5192,0,1,0,0.14920,3
0.3965,4.3086,2.7275,12.0623,-2.0973,0.0325,-0.8682,0,1,0,0.63286,1
0.4850,5.2373,2.5379,12.1257,0.2309,0.0003,-1.1083,0,1,0,0.82716,1
0.4907,4.4519,2.3453,11.7704,-0.2852,0.0675,-0.8534,0,1,0,0.14777,1
0.3675,3.9772,2.7794,11.9060,2.7312,0.1276,-0.8011,0,0,0,0.00000,3
0.4490,4.6514,2.5668,13.0035,-1.6102,0.0282,-1.9010,0,1,0,0.56652,1
0.4555,4.9125,2.5985,13.0365,1.3578,0.0018,-1.9187,1,2,0,0.88390,1
0.4149,4.2477,2.6213,12.0229,-2.2764,0.0264,-0.8703,0,1,0,0.82331,3
0.3323,3.6641,2.8712,12.4466,-2.8623,0.1856,-1.2040,0,1,0,1.30569,0
0.4645,4.7504,2.5211,11.9121,1.2180,0.0216,-0.8780,0,0,0,0.00000,1
0.3608,3.8557,2.7770,12.9510,2.7343,0.0374,-1.4840,2,2,1,1.48016,1
0.3923,4.2452,2.7309,11.8167,2.4554,0.0681,-0.7053,0,1,0,0.34189,3
0.3926,4.1994,2.7160,12.2695,2.7492,0.1001,-1.1229,0,1,0,0.99778,1
0.4208,4.4192,2.6389,11.9298,1.8562,0.0301,-0.8093,0,1,0,0.51133,1
0.5164,4.7142,2.3011,12.0592,-0.2430,0.0280,-1.1545,0,1,0,0.81050,1
0.4418,4.8273,2.6417,12.0538,-2.6885,0.1205,-1.0891,0,1,0,0.51231,1
0.3990,4.0230,2.6344,11.7349,-2.1289,0.0219,-0.5941,0,1,0,0.39501,3
0.3580,3.9028,2.8069,12.4254,-2.6502,0.0419,-1.0638,1,2,1,1.96592,3
0.3572,3.8075,2.7805,11.8165,-3.0503,0.0429,-0.6075,0,1,0,0.37141,3
0.4935,4.8936,2.4296,11.6896,-0.7079,0.0366,-0.7405,0,1,0,0.35636,1
0.4508,4.8441,2.6041,11.8822,1.3755,0.0443,-0.8507,0,1,0,0.44510,1
0.4806,4.4481,2.3847,12.1901,1.4590,0.0258,-1.1910,0,1,1,1.02229,1
0.4953,4.5930,2.3582,11.9103,1.8072,0.0106,-0.9269,0,1,0,0.51239,1
0.3912,4.1990,2.7230,12.0043,2.3251,0.0165,-0.7877,0,1,0,0.81873,1
0.4775,4.9352,2.5059,12.0423,1.8874,0.0115,-1.0203,0,1,0,0.47774,3
0.3527,3.7761,2.7946,11.7611,2.3592,0.0298,-0.5434,0,1,0,0.51067,1
0.4677,4.9092,2.5432,12.4806,-2.1781,0.0088,-1.4198,0,1,0,1.22466,1
0.4158,4.2511,2.6178,12.1196,-2.6070,0.0787,-1.0270,0,1,0,0.54102,1
0.3866,4.1135,2.7214,11.7327,-1.9737,0.0234,-0.5733,0,1,0,0.46025,1
0.3759,4.0926,2.7703,11.5665,-2.8384,0.0897,-0.5091,0,1,0,0.18051,3
0.3955,4.0573,2.6613,11.9125,2.4092,0.0297,-0.7398,0,1,0,0.31622,3
0.4659,4.8120,2.5291,11.9065,-2.9341,0.0259,-0.8816,0,1,0,0.37618,3
0.4634,4.7221,2.5198,11.7359,1.4500,0.0160,-0.7039,0,1,0,0.31260,3
0.3910,4.1421,2.7078,13.0347,-2.2534,0.0041,-1.6289,0,1,0,1.73759,1
0.4913,5.0449,2.4705,11.7241,-1.0661,0.0106,-0.7383,0,1,0,0.36072,1
0.5063,5.0779,2.4149,11.8208,0.6352,0.0019,-0.8523,0,1,0,0.33152,3
0.3580,3.8279,2.7831,12.5884,3.0024,0.0964,-1.2723,0,1,0,1.31397,1
0.3448,3.7685,2.8358,12.0182,2.0922,0.0701,-0.7624,0,1,0,0.70983,1
0.4359,4.7304,2.6462,11.9704,-1.6643,0.0628,-0.9218,0,1,0,0.53424,1
0.4199,4.3914,2.6356,12.0544,2.2145,0.0326,-0.9181,0,1,0,0.18673,3
0.3968,3.9874,2.6348,12.5842,1.9102,0.0211,-1.2896,1,2,1,1.80549,1
0.4758,4.9688,2.5208,12.5262,1.3206,0.0315,-1.5283,0,0,1,0.29838,1
0.3804,4.1520,2.7646,12.0818,-2.2106,0.0573,-0.8777,0,1,0,0.63666,1
0.3992,4.3915,2.7369,11.7376,3.0401,0.0382,-0.6176,0,1,0,0.43655,3
0.3523,3.7944,2.8029,12.1325,2.8146,0.0170,-0.7937,0,1,0,0.18156,1
0.3899,4.2126,2.7337,11.8679,2.6999,0.0529,-0.7224,0,1,0,0.60315,3
0.3338,3.6860,2.8700,11.6154,2.6578,0.1116,-0.5100,0,1,0,0.18332,2
0.3888,4.2636,2.7536,12.0794,-3.1299,0.0344,-0.8661,0,1,0,0.80018,3
0.3520,3.8531,2.8237,12.2475,-2.3556,0.0362,-0.9037,0,1,1,0.90181,1
0.4401,4.7581,2.6331,11.9407,1.5117,0.0053,-0.8300,0,1,0,0.54515,1
0.4640,4.3097,2.4204,12.2180,-0.4103,0.0277,-1.1749,0,1,0,0.68785,1
0.4248,4.1357,2.5458,12.7513,-2.4985,0.0130,-1.5279,0,1,4,1.70133,1
0.3713,4.0946,2.7951,11.9557,-3.0151,0.1693,-0.9012,0,1,0,0.36858,0
0.4774,5.0721,2.5361,12.2768,1.3706,0.0349,-1.2858,0,1,1,0.35052,1
0.4045,4.0543,2.6172,12.2846,-1.3596,0.0077,-1.0391,0,1,0,0.93907,1
0.4201,4.1730,2.5768,12.6036,-2.4817,0.0575,-1.4465,0,1,1,1.38820,1
0.5180,5.1858,2.3887,11.7349,-1.6646,0.0326,-0.8274,0,1,0,0.20025,3
0.3824,4.1651,2.7579,11.9788,2.7787,0.1928,-0.9757,0,1,0,0.43018,1
0.3437,3.6943,2.8167,12.9496,2.8266,0.0369,-1.4099,0,1,0,1.74703,1
0.4065,4.4260,2.7099,12.9883,-2.9204,0.0171,-1.6791,0,1,0,1.17477,1
0.4421,4.7362,2.6186,12.2815,-2.3159,0.0261,-1.1733,0,1,0,0.95578,3
0.4911,4.8578,2.4321,11.8101,-0.8131,0.0414,-0.8610,0,1,0,0.24015,1
0.4893,5.2992,2.5320,12.8398,2.7032,0.0430,-1.9311,0,1,0,0.63960,1
0.3541,3.7974,2.7943,11.7538,-2.8083,0.0338,-0.5454,0,1,0,0.23504,1
0.5228,4.9340,2.3203,12.0436,1.4985,0.0060,-1.1246,0,1,0,0.41637,1
0.4431,4.2460,2.4932,11.9306,0.9378,0.0350,-0.8640,0,1,0,0.18176,1
0.5898,5.9670,2.2427,12.0977,2.5548,0.0045,-1.3662,0,1,0,0.53145,1
0.4335,4.7092,2.6524,12.0795,-2.0251,0.0139,-0.9494,0,0,0,0.00000,1
0.6034,6.0235,2.1999,12.0424,-0.8075,0.0026,-1.3324,0,1,0,0.51400,3
0.4635,5.0724,2.5982,12.6712,1.7135,0.0122,-1.6020,0,1,1,1.41650,1
0.4909,4.8644,2.4343,12.2190,-0.6518,0.0300,-1.2575,0,1,0,0.67756,1
0.5061,4.7526,2.3493,12.0462,-0.6898,0.0656,-1.1684,0,1,0,0.70812,1
0.4611,4.6196,2.5061,11.6169,-1.3850,0.0216,-0.5974,0,1,0,0.20924,3
0.3694,4.0027,2.7775,11.7223,3.0948,0.1194,-0.6529,0,1,0,0.38773,3
0.4067,4.2202,2.6528,12.8537,2.5448,0.0465,-1.6068,0,1,1,1.50537,1
0.3991,4.1513,2.6703,11.8274,-2.6396,0.1262,-0.8008,0,1,0,0.29061,1
0.3416,3.7637,2.8519,12.6685,2.8485,0.0393,-1.1902,0,1,0,1.55484,0
0.3826,4.1127,2.7418,12.4636,-2.1778,0.0260,-1.1491,0,1,1,1.14260,1
0.3356,3.6569,2.8498,12.0377,2.6615,0.0453,-0.7234,0,1,0,0.74966,1
0.4035,4.0928,2.6327,11.8954,-2.8392,0.0552,-0.7755,0,1,0,0.50697,1
0.3970,4.0118,2.6409,11.9927,2.6378,0.0328,-0.8120,0,1,0,0.51055,3
