x,Q2,W,miss_mass,phih,pt2,t,secondary_pips,secondary_pims,secondary_pizs,secondary_esum,accepted
0.4691,5.1581,2.5917,12.1438,-1.9317,0.0154,-1.1045,0,1,0,0.41403,1
0.3979,4.2206,2.6958,11.5299,-1.8658,0.0149,-0.4229,0,1,0,0.21258,1
0.5413,5.4814,2.3508,12.0329,1.7596,0.0248,-1.1895,0,1,0,0.61018,3
0.3658,3.8779,2.7577,12.0942,-2.3698,0.0208,-0.8033,0,1,1,0.79007,1
0.4910,4.9031,2.4419,12.0627,1.1862,0.0502,-1.1268,0,1,0,0.60272,3
0.5547,5.4736,2.2967,12.2259,0.8898,0.0315,-1.4542,0,1,0,0.52964,1
0.4038,4.3669,2.7071,12.0963,2.5741,0.0464,-0.9329,0,1,0,0.54793,3
0.4356,4.2247,2.5208,12.1079,-1.7281,0.0057,-0.9660,0,1,0,0.47707,1
0.4314,4.2544,2.5472,11.6702,-0.9361,0.0200,-0.5934,0,1,0,0.25639,1
0.4484,4.7840,2.6008,12.0037,2.5212,0.0601,-0.9782,0,1,0,0.22949,3
0.3700,3.9498,2.7579,11.5209,2.9644,0.0537,-0.4248,0,1,0,0.15691,3
0.3974,4.0986,2.6636,12.2078,-2.6666,0.0280,-0.9841,0,2,0,0.64043,3
0.4624,4.7297,2.5258,11.9231,-0.5701,0.0094,-0.8674,0,1,0,0.18449,1
0.5138,4.8699,2.3427,11.9186,-1.8129,0.0086,-0.9754,0,1,0,0.55110,1
0.6463,5.9816,2.0381,11.8791,0.2866,0.0979,-1.3638,0,1,0,0.36262,1
0.3689,3.9648,2.7685,12.4748,-2.8393,0.0815,-1.1945,0,1,1,0.97186,1
0.4398,4.3638,2.5373,11.9549,-1.7670,0.0436,-0.8907,0,1,0,0.35878,3
0.4556,4.5652,2.5169,11.6774,1.4158,0.0109,-0.6299,0,1,0,0.29305,3
0.3619,3.8143,2.7578,12.4455,-2.4071,0.0254,-1.0676,0,1,1,1.19698,1
0.4251,4.1323,2.5434,12.3221,2.7894,0.0070,-1.1300,0,1,1,0.59318,1
0.4066,4.3411,2.6862,12.4931,3.0015,0.0147,-1.2359,0,1,0,1.17279,1
0.4193,4.4834,2.6625,11.7918,2.2170,0.0027,-0.6548,0,0,2,0.36760,1
0.4774,4.8630,2.4909,12.8906,-2.5770,0.0039,-1.8660,0,1,1,1.56969,1
0.5389,4.9078,2.2538,12.3631,-0.4687,0.0560,-1.5980,0,1,0,1.00737,1
0.5279,5.1998,2.3516,12.4418,-1.6458,0.0281,-1.6099,0,1,2,1.82104,1
0.4426,4.6263,2.5897,11.7710,2.6778,0.0587,-0.7511,0,1,1,0.41449,1
0.5428,5.6519,2.3752,12.0223,1.4150,0.0248,-1.1828,0,1,0,0.41792,3
0.4197,4.5246,2.6713,12.9444,-2.6119,0.0677,-1.7818,0,1,0,1.78176,1
0.4248,4.3558,2.6036,11.8520,-2.2805,0.0006,-0.7128,0,1,0,0.49616,1
0.5470,5.5279,2.3365,12.0104,2.0376,0.0449,-1.2067,0,1,0,0.17935,1
0.3746,4.1053,2.7811,12.1876,2.5232,0.0269,-0.9060,0,1,0,0.88210,1
0.4026,4.0585,2.6273,11.8239,2.4529,0.0672,-0.7299,0,1,0,0.55594,1
0.4574,4.7565,2.5541,12.1007,1.8185,0.0023,-1.0127,0,1,1,0.60216,3
