x,Q2,W,miss_mass,phih,pt2,t,secondary_pips,secondary_pims,secondary_pizs,secondary_esum,accepted
0.4308,4.5262,2.6193,12.8229,1.7818,0.0044,-1.6067,0,1,1,0.93028,1
0.4785,5.0429,2.5252,11.8714,-2.0808,0.0050,-0.8489,0,1,0,0.43763,3
0.4879,5.1857,2.5145,11.7160,2.5915,0.0124,-0.7273,0,1,0,0.17413,3
0.3714,3.8723,2.7265,13.0087,-2.1687,0.0088,-1.5284,0,0,1,0.41342,1
0.4704,4.9590,2.5425,12.1656,-1.4683,0.0053,-1.1139,0,0,0,0.00000,1
0.3479,3.7496,2.8123,12.0928,-2.4019,0.0318,-0.7737,0,1,0,0.80818,1
0.3795,4.0761,2.7467,11.9525,-2.4066,0.0253,-0.7322,0,1,0,0.51114,1
0.4858,4.3936,2.3517,11.7134,0.4928,0.0374,-0.7487,0,1,0,0.35718,1
0.4263,4.1621,2.5461,12.0746,2.5700,0.0300,-0.9467,0,1,0,0.26219,1
0.5688,5.5668,2.2584,11.7649,-2.9896,0.0009,-0.9199,0,1,0,0.21170,1
0.5213,5.4036,2.4171,12.0491,2.6835,0.0126,-1.1399,0,1,0,0.27461,3
0.4577,4.5141,2.4957,11.8565,-1.5640,0.0232,-0.8127,0,1,0,0.38446,3
0.4376,4.6282,2.6133,12.1346,-2.9798,0.0474,-1.0545,0,1,0,0.79632,3
0.3885,4.1338,2.7179,12.9996,3.0601,0.0580,-1.6805,0,1,2,1.78106,1
0.4735,5.0689,2.5529,12.6730,-1.2574,0.0025,-1.6254,0,1,0,1.39173,1
0.4616,4.4669,2.4681,11.8229,-2.1176,0.0009,-0.7600,0,1,0,0.35370,3
0.3481,3.8279,2.8372,12.1534,-3.0509,0.0513,-0.8441,0,1,0,0.90993,3
0.3762,3.9151,2.7154,12.0668,-2.8902,0.0583,-0.8568,0,1,0,0.44605,3
0.3776,4.0714,2.7553,12.9242,-2.4765,0.0490,-1.5519,0,1,0,0.22433,1
0.4468,4.8706,2.6288,11.7851,-2.5110,0.0354,-0.7431,0,1,0,0.54298,3
0.4551,4.9221,2.6028,11.7772,-1.6793,0.0318,-0.7472,0,1,0,0.24141,1
0.3822,3.9727,2.7022,12.9248,-2.1311,0.0022,-1.4930,0,1,1,1.75549,1
0.3375,3.6631,2.8412,11.8828,2.7362,0.0898,-0.6753,0,1,0,0.68470,3
0.4207,4.5415,2.6707,11.7655,-2.6227,0.1027,-0.7599,0,1,0,0.40040,3
0.5969,5.4625,2.1377,12.3535,0.1869,0.0528,-1.7710,0,1,0,0.71669,1
0.4240,4.6224,2.6758,12.0425,-2.9585,0.0097,-0.8879,0,1,0,0.53412,1
0.5544,5.0631,2.2249,12.0999,-0.4979,0.0211,-1.2896,0,1,0,0.63540,1
0.4480,4.5701,2.5517,12.3686,-1.3955,0.0331,-1.2823,0,2,0,0.76992,1
0.3924,4.3307,2.7542,12.1293,-2.5198,0.0575,-0.9464,0,1,0,0.77557,2
0.3830,4.2269,2.7731,11.6487,2.6861,0.1951,-0.7094,0,1,0,0.20996,0
0.4243,4.3640,2.6080,11.7097,-2.8381,0.0473,-0.6494,0,1,0,0.36856,3
0.4796,4.9729,2.5054,11.9315,2.0328,0.0352,-0.9486,0,1,0,0.54493,3
0.4183,4.1883,2.5894,12.0568,-1.9010,0.0055,-0.8789,0,1,0,0.46597,3
0.4733,4.5036,2.4274,12.4925,-1.9853,0.0109,-1.4500,0,1,0,0.82037,1
0.5392,5.6581,2.3909,12.2486,-0.6913,0.0328,-1.4382,0,1,0,0.65962,1
0.4408,4.8329,2.6477,11.9347,-1.9953,0.0378,-0.8685,0,1,0,0.63148,1
0.3492,3.7474,2.8042,12.3869,3.0914,0.0270,-0.9866,0,1,1,1.16216,1
0.4441,4.6818,2.5962,11.7633,-1.7633,0.0054,-0.6801,0,1,0,0.30143,1
0.3320,3.6640,2.8729,13.1122,-2.4863,0.0537,-1.5121,0,1,3,1.70369,0
0.3550,3.8264,2.7987,13.3097,-2.7859,0.0065,-1.6947,0,1,1,2.13752,1
0.3791,4.0153,2.7306,12.1767,-2.1798,0.0246,-0.9058,0,1,1,0.78016,1
0.4211,4.6246,2.6903,12.0518,3.1351,0.0798,-0.9819,0,1,0,0.62815,3
0.4708,4.5088,2.4389,12.0171,2.7237,0.0058,-0.9691,0,1,1,0.59391,1
0.5340,5.4512,2.3744,12.1216,-2.4455,0.0307,-1.2770,0,1,0,0.60339,1
0.3944,4.3201,2.7410,13.2522,-2.6323,0.0801,-1.9782,0,1,0,2.27096,1
0.3624,3.8457,2.7654,12.8817,-2.7396,0.0081,-1.3860,0,1,1,1.43374,1
0.3539,3.8711,2.8193,12.1635,2.8638,0.0978,-0.9285,0,1,0,0.87111,3
0.3943,3.9845,2.6460,12.1632,-3.0550,0.0158,-0.9218,0,2,0,0.64424,1
0.3867,4.2655,2.7652,12.5092,2.7467,0.0877,-1.2905,0,1,0,1.34364,2
0.3541,3.7868,2.7904,12.1446,-2.7775,0.0780,-0.8886,0,1,0,0.72280,3
0.4340,4.5921,2.6210,12.4667,2.7850,0.0694,-1.3841,0,0,3,1.00486,1
0.3553,3.7719,2.7793,12.5825,-2.7753,0.0635,-1.2091,0,1,1,1.27952,1
0.4123,4.2856,2.6437,11.8971,2.6474,0.0006,-0.7253,0,1,0,0.63752,1
0.3529,3.8432,2.8155,11.8548,-2.4309,0.0925,-0.6888,0,1,0,0.41432,3
0.5078,5.2501,2.4432,13.0876,0.3159,0.0040,-2.2191,0,1,1,1.20596,1
0.3788,4.1508,2.7727,12.5677,-2.5260,0.0644,-1.2790,0,1,0,1.27982,1
0.3902,4.2870,2.7532,11.8212,2.3081,0.0463,-0.6778,0,1,0,0.57120,1
0.3977,4.3816,2.7414,13.0039,-2.5233,0.0352,-1.6855,0,1,1,1.68671,0
0.3445,3.7113,2.8181,12.4073,-2.7940,0.0139,-0.9688,0,1,1,0.82291,1
0.5296,4.8022,2.2686,11.9132,-0.3077,0.0108,-1.0068,0,1,0,0.36074,1
0.4515,4.5669,2.5353,12.0900,0.4405,0.0088,-0.9957,0,1,0,0.76999,1
0.4451,4.5372,2.5569,12.1575,-2.8563,0.0151,-1.0502,0,1,1,0.44314,3
0.3616,3.9725,2.8096,12.1330,2.6360,0.1175,-0.9508,1,1,0,0.69211,3
0.4153,4.1650,2.5969,12.5827,2.9744,0.0157,-1.3446,0,1,1,1.29468,1
0.5430,5.3832,2.3262,11.9534,-0.0779,0.0045,-1.0774,0,1,0,0.21483,3
0.3711,4.0665,2.7880,12.0046,-2.7508,0.0472,-0.7821,0,1,0,0.63753,3
0.3984,3.9887,2.6276,12.1497,-2.7132,0.0800,-1.0098,0,1,0,0.53594,1
0.4525,4.4230,2.4962,12.0819,2.4222,0.0047,-0.9841,0,1,0,0.75317,1
0.4744,5.0811,2.5516,12.5544,2.3486,0.0394,-1.5647,0,1,0,1.32924,1
0.4157,4.1824,2.6000,12.1033,2.5040,0.0613,-0.9885,0,1,0,0.58504,1
0.4256,4.5220,2.6427,11.9561,2.9608,0.0651,-0.8884,0,1,0,0.60362,1
0.3986,4.1251,2.6654,11.7856,2.7620,0.0613,-0.6836,0,1,0,0.49799,3
0.4681,4.6410,2.4809,12.4848,1.4020,0.0073,-1.4205,0,1,1,0.33425,1
0.4256,4.5576,2.6517,11.8654,2.4272,0.0013,-0.7277,0,1,0,0.61341,1
0.4479,4.7880,2.6045,12.0111,2.4511,0.0387,-0.9553,0,1,0,0.36858,3
0.4026,4.0675,2.6297,12.8518,2.6607,0.0428,-1.5826,0,1,2,1.28423,1
0.4530,4.7552,2.5733,12.2284,2.2225,0.0130,-1.1360,0,1,0,0.90144,3
0.3790,4.0939,2.7548,11.8279,-2.8272,0.1484,-0.7890,0,1,0,0.60395,1
0.4542,4.5086,2.5094,11.8372,-2.5958,0.0355,-0.8038,0,1,0,0.42315,1
0.5709,5.7233,2.2765,12.8134,-0.5105,0.0287,-2.2186,0,1,1,1.25941,1
0.3915,4.1800,2.7162,11.9511,-2.3069,0.0662,-0.8098,0,1,1,0.62177,3
0.4753,4.9588,2.5208,11.9819,-2.2832,0.0629,-1.0250,0,1,0,0.62904,1
0.3752,4.1323,2.7862,12.4487,3.0000,0.0111,-1.0920,0,1,0,1.03954,0
0.3763,4.1498,2.7853,12.7997,-2.6309,0.0524,-1.4461,0,1,0,1.59664,0
0.5116,4.7334,2.3235,11.6564,-2.9090,0.0021,-0.6941,0,1,0,0.15168,1
0.3678,3.9836,2.7797,11.5663,2.8090,0.0498,-0.4505,0,1,0,0.25575,3
0.4154,4.1236,2.5851,11.7546,2.4897,0.0424,-0.6650,0,0,2,0.28157,3
0.4420,4.2394,2.4965,11.8457,-2.5260,0.0187,-0.7640,0,1,0,0.30171,1
0.5499,5.6684,2.3496,11.9362,0.7949,0.0008,-1.0718,0,1,0,0.55523,3
0.4367,4.2097,2.5119,12.3252,1.5918,0.0258,-1.1949,0,1,0,0.92115,1
0.4377,4.4548,2.5699,12.0094,1.5135,0.0250,-0.9102,0,1,0,0.45646,1
0.4477,4.7556,2.5977,11.9381,2.4360,0.0559,-0.9100,0,1,0,0.41264,3
0.4342,4.7647,2.6626,11.4999,-2.5255,0.0354,-0.4722,0,1,0,0.16719,3
0.5337,4.9444,2.2804,11.9975,-2.1615,0.0018,-1.0957,0,1,0,0.49485,1
0.4620,4.8393,2.5526,11.8184,-0.4062,0.0046,-0.7637,0,1,0,0.58554,1
0.4421,4.6887,2.6071,11.9946,2.5475,0.0230,-0.9056,0,1,0,0.66775,3
0.3707,4.0808,2.7942,11.8508,-2.9187,0.0348,-0.6485,0,1,0,0.38987,1
0.4652,4.6671,2.4991,11.8163,1.9439,0.0072,-0.7703,0,0,0,0.00000,3
0.3798,3.9868,2.7188,11.9449,-1.8886,0.0139,-0.7120,0,1,0,0.79436,1
0.4135,4.2921,2.6396,12.3575,2.5867,0.0489,-1.1887,0,1,1,0.86292,1
0.3801,4.0855,2.7466,11.7537,2.6647,0.0841,-0.6527,0,1,0,0.44309,3
0.3611,3.8081,2.7600,12.0257,-3.0775,0.0305,-0.7536,0,1,0,0.72942,3
0.3551,3.8432,2.8037,11.5720,-2.6499,0.0171,-0.3986,0,1,0,0.24608,1
0.3778,3.9458,2.7165,12.9698,-2.7320,0.0532,-1.5998,0,1,1,1.56539,1
0.4450,4.2863,2.4955,11.8973,1.2992,0.0126,-0.8083,0,1,0,0.39497,3
0.4863,4.5214,2.3783,12.0950,-0.6923,0.0461,-1.1401,0,1,0,0.55815,1
0.4219,4.5611,2.6701,12.3332,3.0632,0.0620,-1.2113,0,1,1,0.62806,3
0.3650,3.8442,2.7511,11.8561,-2.6971,0.0191,-0.6213,0,1,0,0.37239,1
0.5033,5.4930,2.5101,11.8399,1.9909,0.0427,-0.9205,0,1,0,0.51445,3
0.4586,4.7164,2.5395,11.9156,2.5389,0.0756,-0.9390,0,1,0,0.36708,1
0.4558,4.3982,2.4764,12.0334,-2.9882,0.0080,-0.9512,0,1,0,0.53219,1
0.4148,4.3418,2.6470,12.0561,2.3334,0.0451,-0.9238,0,1,0,0.67390,3
0.4365,4.5118,2.5892,11.7306,2.6380,0.0661,-0.7129,0,1,0,0.44160,1
0.4698,4.8769,2.5268,11.8268,-0.7841,0.0018,-0.7835,0,1,0,0.23840,1
0.4101,4.4226,2.6912,12.1572,-2.8721,0.0918,-1.0625,0,1,0,0.69075,1
