Q2,Bjorken X,t,Ebeam,Theta_e,Eprime,Theta_p,p_pi,k_pi,W,Em,Pm,Mm,MMa
4.500000,0.230579,0.060018,10.700000,72.598521,0.300000,0.524708,10.367077,2.833632,3.987031,0.970255,0.616020,0.749610,11.282204
4.500000,0.230801,0.060148,10.700000,71.235675,0.310000,1.393923,10.357007,2.379449,3.984677,0.970325,0.724315,0.645676,11.275839
4.500000,0.231024,0.060278,10.700000,69.947940,0.320000,1.293620,10.346937,0.000000,3.982321,0.970394,0.490871,0.837084,11.288481
4.500000,0.231246,0.060409,10.700000,68.728561,0.330000,0.685610,10.336866,0.000000,3.979965,0.970464,0.058218,0.968716,11.299068
4.500000,0.231470,0.060541,10.700000,67.571618,0.340000,1.820902,10.326795,1.624321,3.977606,0.970534,0.369300,0.897527,11.293252
4.500000,0.231693,0.060673,10.700000,66.471891,0.350000,0.870872,10.316724,3.103287,3.975247,0.970604,0.691962,0.680633,11.278151
4.500000,0.231917,0.060805,10.700000,65.424759,0.360000,0.977278,10.306652,3.136716,3.972886,0.970675,0.790556,0.563232,11.271740
4.500000,0.232142,0.060938,10.700000,64.426114,0.370000,1.978318,10.296581,1.914620,3.970523,0.970745,0.837290,0.491215,11.268435
4.500000,0.232367,0.061071,10.700000,63.472289,0.380000,1.251327,10.286509,0.000000,3.968160,0.970816,0.465202,0.852099,11.289990
4.500000,0.232592,0.061204,10.700000,62.559996,0.390000,0.581152,10.276437,0.000000,3.965794,0.970888,0.048418,0.969680,11.299538
4.500000,0.232818,0.061338,10.700000,61.686278,0.400000,1.980928,10.266364,0.768906,3.963428,0.970959,0.274926,0.931223,11.296368
4.500000,0.233044,0.061473,10.700000,60.848469,0.410000,1.979995,10.256292,2.802633,3.961060,0.971031,0.614601,0.751775,11.283058
4.500000,0.233271,0.061608,10.700000,60.044155,0.420000,0.751676,10.246219,3.603013,3.958690,0.971103,0.848708,0.471947,11.267939
4.500000,0.233498,0.061743,10.700000,59.271146,0.430000,0.903769,10.236146,3.629103,3.956319,0.971175,0.921524,0.306552,11.262290
4.500000,0.233726,0.061879,10.700000,58.527447,0.440000,2.127011,10.226073,2.952091,3.953947,0.971247,1.021517,0.000000,11.253734
